n, timestamp, bat_voltage, flight_state, pyro_cont, pressure, temperature, altitude_agl, ground_altitude, baro_vel, avg_baro_vel, UTCtstamp, lat, lon, altitude_ellipsoid, altitude_msl, fixType, num_sats, acc_x, acc_y, acc_z, hacc_x, hacc_y, hacc_z, gyr_x, gyr_y, gyr_z
531,25726625,9.195911,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
532,25746618,9.195911,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
533,25766625,9.209993,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
534,25786617,9.209993,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
535,25806634,9.195911,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
536,25826663,9.209993,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
537,25846627,9.195911,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
538,25866617,9.195911,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
539,25886620,9.195911,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
540,25906619,9.195911,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
541,25926620,9.209993,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
542,25946617,9.195911,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
543,25966625,9.195911,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
544,25986613,9.209993,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
545,26006626,9.195911,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
546,26026617,9.188869,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
547,26046625,9.217035,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
548,26066617,9.195911,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
549,26086625,9.195911,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
550,26106613,9.209993,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
551,26126625,9.195911,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
552,26146613,9.209993,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
553,26166620,9.195911,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
554,26186621,9.195911,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
555,26206621,9.195911,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
556,26226613,9.195911,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
557,26246625,9.209993,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
558,26266617,9.195911,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
559,26286625,9.209993,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
560,26306619,9.217035,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
561,26326625,9.217035,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
562,26346617,9.195911,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
563,26366620,9.195911,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
564,26386618,9.195911,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
565,26406621,9.188869,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
566,26426617,9.188869,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
567,26446625,9.195911,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
568,26466613,9.195911,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
569,26486625,9.195911,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
570,26506618,9.195911,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
571,26526621,9.217035,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
572,26546613,9.209993,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
573,26566629,9.209993,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
574,26586617,9.209993,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
575,26606727,9.188869,0,0,856.112085,-3.040837,-1.431837,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
576,26626691,9.195911,0,0,856.110561,-3.053115,-1.416826,0.000000,1.200876,0.120088,0,329902466,3225217123,0,1409093,0,0,0.000000,99.535950,0.000000,0.000000,99.535950,0.000000,0.000000,0.000000,0.000000
577,26646705,9.195911,0,0,856.105056,-3.205741,-1.362574,0.000000,4.580338,0.578121,0,329902466,3225217123,0,1409093,0,0,0.000000,105.742950,0.000000,0.000000,105.742950,0.000000,0.000000,0.000000,0.000000
578,26666695,9.174788,0,0,856.095206,-2.999529,-1.265517,0.000000,8.680627,1.446184,0,329902187,3225217640,0,1396355,0,0,0.000000,105.739532,-0.000000,0.000000,105.739532,-0.000000,0.000000,0.000000,0.000000
579,26686702,9.209993,0,0,856.080955,-3.145301,-1.125079,0.000000,12.971163,2.743300,0,329902187,3225217640,0,1396355,0,0,0.000000,102.449409,-0.000000,0.000000,102.449409,-0.000000,0.000000,0.000000,0.000000
580,26706665,9.195911,0,0,856.062421,-3.003487,-0.942441,0.000000,17.205276,4.463828,0,329902187,3225217640,0,1396355,0,0,0.000000,102.773521,-0.000000,0.000000,102.773521,-0.000000,0.000000,0.000000,0.000000
581,26727282,9.146622,1,0,856.026592,-3.329668,-0.589367,0.000000,31.686977,7.632525,0,329902516,3225217551,0,1391623,0,0,0.000000,103.259567,-0.000000,0.000000,103.259567,-0.000000,0.000000,0.000000,0.000000
582,26747470,9.188869,1,0,855.997335,-3.261488,-0.301046,0.000000,29.403072,10.572832,0,329902516,3225217551,0,1391623,0,0,0.000000,103.583420,-0.000000,0.000000,103.583420,-0.000000,0.000000,0.000000,0.000000
583,26767332,9.195911,1,0,855.972564,-3.241004,-0.056918,0.000000,25.410856,13.113919,0,329902514,3225217394,0,1396328,0,0,0.000000,103.826225,-0.000000,0.000000,103.826225,-0.000000,0.000000,0.000000,0.000000
584,26786863,9.195911,1,0,855.935752,-3.124190,0.305876,0.000000,34.105690,16.524488,0,329902514,3225217394,0,1396328,0,0,0.000000,104.149902,-0.000000,0.000000,104.149902,-0.000000,0.000000,0.000000,0.000000
585,26806890,9.209993,1,0,855.894605,-3.166688,0.711408,0.000000,39.263702,20.450859,0,329902408,3225217755,0,1389174,0,0,0.000000,104.473373,-0.000000,0.000000,104.473373,-0.000000,0.000000,0.000000,0.000000
586,26826877,9.195911,1,0,855.837059,-3.260799,1.278596,0.000000,53.227783,25.653549,0,329902408,3225217755,0,1389174,0,0,0.000000,104.614204,-0.000000,0.000000,104.614204,-0.000000,0.000000,0.000000,0.000000
587,26846918,9.195911,1,0,855.786125,-3.273422,1.780637,0.000000,50.808834,30.276398,0,329902408,3225217755,0,1389174,0,0,0.000000,104.725960,0.000000,0.000000,104.725960,0.000000,0.000000,0.000000,0.000000
588,26866932,9.174788,1,0,855.759024,-3.211687,2.047770,0.000000,31.532408,32.561577,0,329902462,3225217577,0,1405101,0,0,0.000000,104.781532,0.000000,0.000000,104.781532,0.000000,0.000000,0.000000,0.000000
589,26886871,9.195911,1,0,855.671182,-3.226995,2.913686,0.000000,75.579765,38.822437,0,329902462,3225217577,0,1405101,0,0,0.000000,104.947029,-0.000000,0.000000,104.947029,-0.000000,0.000000,0.000000,0.000000
590,26906923,9.195911,1,0,855.639718,-3.040493,3.223857,0.000000,39.929626,41.094872,0,329902462,3225217577,0,1405101,0,0,0.599355,104.999504,0.605310,0.599355,104.999504,0.605310,-0.000002,0.000000,0.000002
591,26926901,9.188869,1,0,855.573520,-3.286167,3.876477,0.000000,60.195534,43.945728,0,329902802,3225217386,0,1400650,0,0,0.594449,105.108223,0.603626,0.594449,105.108223,0.603626,-0.000026,0.000000,0.000026
592,26946875,9.195911,1,0,855.466034,-3.141684,4.936234,0.000000,96.819664,50.687386,0,329902802,3225217386,0,1400650,0,0,0.586063,105.269684,0.600692,0.586063,105.269684,0.600692,-0.000122,-0.000000,0.000121
593,26966929,9.195911,1,0,855.388911,-3.078455,5.696687,0.000000,80.200195,56.166321,0,329902617,3225217077,0,1409248,0,0,0.579828,105.376266,0.598482,0.579828,105.376266,0.598482,-0.000231,0.000000,0.000229
594,26986920,9.153664,1,0,855.348709,-3.063972,6.093114,0.000000,47.754173,57.531170,0,329902617,3225217077,0,1409248,0,0,0.576530,105.429230,0.597308,0.576530,105.429230,0.597308,-0.000301,0.000000,0.000298
595,27006931,9.188869,1,0,855.265021,-3.043673,6.918398,0.000000,75.573555,61.162151,0,329902617,3225217077,0,1409248,0,0,0.569600,105.534515,0.594832,0.569600,105.534515,0.594832,-0.000470,0.000000,0.000466
596,27026926,9.188869,1,0,855.176951,-3.230435,7.786957,0.000000,84.599419,64.299316,0,329902131,3225217424,0,1404971,0,0,0.562267,105.638924,0.592205,0.562267,105.638924,0.592205,-0.000683,-0.000000,0.000677
597,27046951,9.174788,1,0,855.084498,-3.290135,8.698834,0.000000,89.870094,68.205444,0,329902131,3225217424,0,1404971,0,0,0.554590,105.742493,0.589456,0.554590,105.742493,0.589456,-0.000942,-0.000000,0.000933
598,27066881,9.195911,1,0,854.937588,-3.153218,10.147976,0.000000,133.905334,78.442734,0,329902846,3225217259,0,1414026,0,0,0.542584,106.043114,0.585170,0.542584,106.043114,0.585170,-0.001422,-0.000000,0.001409
599,27086933,9.195911,1,0,854.886421,-3.234803,10.652749,0.000000,67.162918,77.601051,0,329902846,3225217259,0,1414026,0,0,0.538490,106.161751,0.583717,0.538490,106.161751,0.583717,-0.001608,-0.000000,0.001592
600,27106941,9.195911,1,0,854.726310,-3.405361,12.232417,0.000000,139.806030,87.588692,0,329902435,3225217436,0,1415134,0,0,0.526103,106.517036,0.579357,0.526103,106.517036,0.579357,-0.002241,-0.000000,0.002218
601,27126956,9.174788,1,0,854.670733,-3.403960,12.780796,0.000000,71.831520,88.752289,0,329902435,3225217436,0,1415134,0,0,0.521983,106.635216,0.577923,0.521983,106.635216,0.577923,-0.002478,-0.000000,0.002452
602,27146911,9.153664,1,0,854.556265,-3.418788,13.910361,0.000000,104.731529,89.543480,0,329902435,3225217436,0,1415134,0,0,0.513845,106.871246,0.575124,0.513845,106.871246,0.575124,-0.002991,0.000000,0.002959
603,27166939,9.146622,1,0,854.437368,-3.176507,15.083750,0.000000,114.817390,93.005203,0,329902599,3225217274,0,1413700,0,0,0.505953,107.106773,0.572466,0.505953,107.106773,0.572466,-0.003555,-0.000000,0.003517
604,27186932,9.209993,1,0,854.282508,-3.192166,16.612259,0.000000,145.244217,102.754196,0,329902599,3225217274,0,1413700,0,0,0.496655,107.400604,0.569436,0.496655,107.400604,0.569436,-0.004331,-0.000000,0.004283
605,27206893,9.195911,1,0,854.120700,-3.298699,18.209582,0.000000,156.834641,110.880310,0,329902673,3225217697,0,1423881,0,0,0.488273,107.693695,0.566858,0.488273,107.693695,0.566858,-0.005179,-0.000000,0.005121
606,27226933,9.195911,1,0,854.054029,-3.340717,18.867820,0.000000,84.026077,110.822983,0,329902673,3225217697,0,1423881,0,0,0.485249,107.810707,0.565984,0.485249,107.810707,0.565984,-0.005538,0.000000,0.005475
607,27246922,9.188869,1,0,853.917339,-3.262452,20.217465,0.000000,124.776711,114.313637,0,329902673,3225217697,0,1423881,0,0,0.479890,108.044426,0.564562,0.479890,108.044426,0.564562,-0.006284,0.000000,0.006211
608,27266945,9.153664,1,0,853.776180,-3.326035,21.611413,0.000000,136.471146,114.570229,0,329902672,3225217170,0,1409098,0,0,0.475602,108.277626,0.563639,0.475602,108.277626,0.563639,-0.007065,0.000000,0.006981
609,27286945,9.195911,1,0,853.630546,-3.389496,23.049759,0.000000,142.361984,122.090126,0,329902672,3225217170,0,1409098,0,0,0.472571,108.510468,0.563295,0.472571,108.510468,0.563295,-0.007875,0.000000,0.007779
610,27306877,9.195911,1,0,853.480428,-3.285570,24.532597,0.000000,147.099411,122.819458,0,329902905,3225217030,0,1417807,0,0,0.470992,108.742798,0.563615,0.470804,108.858849,0.564048,-0.009125,0.000000,0.009011
611,27326913,9.188869,1,0,853.325818,-3.316166,26.060022,0.000000,151.613953,130.797699,0,329902905,3225217030,0,1417807,0,0,0.471050,108.974724,0.564677,0.471050,108.974724,0.564677,-0.009547,-0.000000,0.009427
612,27346891,9.209993,1,0,853.085465,-3.442306,28.434965,0.000000,220.318207,142.356369,0,329902905,3225217030,0,1417807,0,0,0.474609,109.321632,0.567839,0.474609,109.321632,0.567839,-0.010812,0.000000,0.010671
613,27366940,9.188869,1,0,853.003094,-3.214045,29.249008,0.000000,109.187088,141.793350,0,329902995,3225217343,0,1432572,0,0,0.476804,109.437080,0.569346,0.476804,109.437080,0.569346,-0.011229,0.000000,0.011081
614,27386933,9.195911,1,0,852.834965,-3.545149,30.910754,0.000000,154.777023,142.746628,0,329902995,3225217343,0,1432572,0,0,0.482825,109.667534,0.573090,0.482825,109.667534,0.573090,-0.012045,-0.000000,0.011883
615,27406888,9.209993,1,0,852.574293,-3.347486,33.487703,0.000000,237.111267,150.774292,0,329903076,3225217450,0,1434916,0,0,0.496170,110.103271,0.580636,0.496170,110.103271,0.580636,-0.013203,-0.000000,0.013019
616,27426824,9.195911,1,0,852.485136,-3.383662,34.369229,0.000000,117.944412,154.166122,0,329903076,3225217450,0,1434916,0,0,0.501815,110.377686,0.583687,0.508070,110.652206,0.587006,-0.013912,-0.000000,0.013714
617,27446943,9.195911,1,0,852.210839,-3.277023,37.081790,0.000000,240.593887,165.747833,0,329903076,3225217450,0,1434916,0,0,0.522437,111.201508,0.594476,0.522437,111.201508,0.594476,-0.014553,-0.000000,0.014341
618,27466913,9.195911,1,0,852.117122,-3.341989,38.008730,0.000000,122.274048,164.328125,0,329902717,3225217773,0,1441773,0,0,0.530548,111.476341,0.598622,0.530548,111.476341,0.598622,-0.014844,-0.000000,0.014625
619,27486921,9.188869,1,0,851.926247,-3.327116,39.896907,0.000000,175.508881,167.642822,0,329902717,3225217773,0,1441773,0,0,0.548611,112.026367,0.607738,0.548611,112.026367,0.607738,-0.015358,-0.000000,0.015125
620,27506940,9.153664,1,0,851.730766,-3.483378,41.830998,0.000000,189.828949,171.915771,0,329902724,3225217251,0,1444554,0,0,0.569056,112.576820,0.617916,0.569056,112.576820,0.617916,-0.015769,-0.000000,0.015523
621,27526931,9.195911,1,0,851.530659,-3.287114,43.811226,0.000000,196.384064,176.392792,0,329902724,3225217251,0,1444554,0,0,0.591748,113.127663,0.629095,0.591748,113.127663,0.629095,-0.016064,-0.000000,0.015807
622,27546927,9.153664,1,0,851.325907,-3.452592,45.837814,0.000000,201.403885,174.501358,0,329902724,3225217251,0,1444554,0,0,0.616479,113.678932,0.641182,0.616479,113.678932,0.641182,-0.016231,-0.000000,0.015962
623,27566919,9.195911,1,0,851.116490,-3.605948,47.910984,0.000000,206.134354,184.196075,0,329902573,3225217299,0,1454019,0,0,0.642982,114.231033,0.654072,0.642982,114.231033,0.654072,-0.016257,-0.000000,0.015980
624,27594947,9.174788,1,0,851.010026,-3.571674,48.965107,0.000000,125.556702,181.274048,0,329902573,3225217299,0,1454019,0,0,0.656788,114.507057,0.660764,0.656788,114.507057,0.660764,-0.016215,-0.000000,0.015934
625,27606948,9.195911,1,0,850.683582,-3.407783,52.197961,0.000000,283.739594,185.936874,0,329902573,3225217299,0,1454019,0,0,0.699812,115.335243,0.681586,0.699812,115.335243,0.681586,-0.015857,-0.000000,0.015566
626,27626924,9.195911,1,0,850.460053,-3.530122,54.412214,0.000000,233.888123,197.531235,0,329903046,3225217495,0,1458578,0,0,0.729210,115.888237,0.695803,0.729210,115.888237,0.695803,-0.015418,-0.000000,0.015123
627,27646933,9.174788,1,0,850.231779,-3.634382,56.673939,0.000000,227.715729,196.243423,0,329903046,3225217495,0,1458578,0,0,0.758532,116.440941,0.710011,0.758532,116.440941,0.710011,-0.014818,-0.000000,0.014521
628,27666922,9.188869,1,0,849.998743,-3.623101,58.983362,0.000000,230.296875,207.045700,0,329902960,3225217324,0,1454427,0,0,0.787146,116.993912,0.723941,0.787146,116.993912,0.723941,-0.014058,-0.000000,0.013762
629,27686944,9.188869,1,0,849.760926,-3.566687,61.340692,0.000000,234.645798,212.959396,0,329902960,3225217324,0,1454427,0,0,0.814360,117.243530,0.737279,0.814360,117.243530,0.737279,-0.013145,-0.000000,0.012852
630,27706861,9.188869,1,0,849.518321,-3.622194,63.746041,0.000000,239.357132,217.912231,0,329903022,3225217408,0,1455981,0,0,0.839439,117.382690,0.749705,0.839439,117.382690,0.749705,-0.012088,-0.000000,0.011801
631,27726946,9.195911,1,0,849.270924,-3.593789,66.199463,0.000000,244.145233,222.688354,0,329903022,3225217408,0,1455981,0,0,0.861634,117.520699,0.760889,0.861634,117.520699,0.760889,-0.010903,-0.000000,0.010624
632,27746916,9.188869,1,0,849.018735,-3.473906,68.701012,0.000000,248.952942,227.443268,0,329903022,3225217408,0,1455981,0,0,0.880199,117.657524,0.770499,0.880199,117.657524,0.770499,-0.009608,-0.000000,0.009339
633,27766897,9.209993,1,0,848.631459,-3.786170,72.543693,0.000000,357.205139,242.550323,0,329903108,3225217213,0,1468197,0,0,0.899690,117.860458,0.781274,0.899690,117.860458,0.781274,-0.007512,-0.000000,0.007262
634,27786882,9.195911,1,0,848.367279,-3.481286,75.165798,0.000000,281.209106,258.115570,0,329903108,3225217213,0,1468197,0,0,0.906183,117.994179,0.785612,0.906183,117.994179,0.785612,-0.006053,0.000000,0.005817
635,27806910,9.209993,1,0,848.098299,-3.688253,77.836220,0.000000,269.875854,256.729187,0,329903173,3225217155,0,1473701,0,0,0.906858,118.126610,0.787390,0.906858,118.126610,0.787390,-0.004581,0.000000,0.004362
636,27826864,9.217035,1,0,847.824517,-3.628913,80.555013,0.000000,271.478821,260.488251,0,329903173,3225217155,0,1473701,0,0,0.901329,118.257721,0.786429,0.901329,118.257721,0.786429,-0.003131,-0.000000,0.002930
637,27846960,9.195911,1,0,847.685825,-3.705901,81.932567,0.000000,164.499619,254.166626,0,329903173,3225217155,0,1473701,0,0,0.896165,118.322754,0.784885,0.896165,118.322754,0.784885,-0.002426,-0.000000,0.002235
638,27866905,9.153664,1,0,847.404839,-3.604477,84.724020,0.000000,256.216583,256.758606,0,329903372,3225217342,0,1481813,0,0,0.880980,118.451881,0.779634,0.880980,118.451881,0.779634,-0.001079,-0.000000,0.000906
639,27886935,9.195911,1,0,846.974350,-3.860787,89.002162,0.000000,393.494293,272.643463,0,329903372,3225217342,0,1481813,0,0,0.846313,118.372742,0.766433,0.846313,118.372742,0.766433,0.000716,-0.000000,-0.000862
640,27906884,9.195911,1,0,846.681359,-3.709304,91.914869,0.000000,311.715820,279.879333,0,329903125,3225217429,0,1491187,0,0,0.815794,118.129799,0.754284,0.815794,118.129799,0.754284,0.001711,-0.000000,-0.001839
641,27926948,9.209993,1,0,846.383585,-3.621632,94.875961,0.000000,299.230377,285.387848,0,329903125,3225217429,0,1491187,0,0,0.780095,117.884468,0.739766,0.780095,117.884468,0.739766,0.002506,0.000000,-0.002619
642,27946873,9.195911,1,0,846.232909,-3.774656,96.374621,0.000000,179.738647,278.466400,0,329903125,3225217429,0,1491187,0,0,0.760576,117.760910,0.731733,0.760576,117.760910,0.731733,0.002821,0.000000,-0.002926
643,27966876,9.195911,1,0,845.773744,-3.864743,100.942913,0.000000,401.410980,282.887024,0,329903767,3225217092,0,1489224,0,0,0.697031,117.386925,0.705257,0.697031,117.386925,0.705257,0.003400,0.000000,-0.003486
644,27986905,9.209993,1,0,845.618316,-3.750632,102.489740,0.000000,204.028534,275.168945,0,329903767,3225217092,0,1489224,0,0,0.674730,117.261169,0.695874,0.674730,117.261169,0.695874,0.003464,0.000000,-0.003546
645,28006915,9.188869,1,0,845.303912,-3.846886,105.619418,0.000000,291.179840,277.299347,0,329903074,3225217200,0,1502196,0,0,0.629559,117.008018,0.676750,0.629559,117.008018,0.676750,0.003395,0.000000,-0.003470
646,28026865,9.195911,1,0,844.984787,-3.780853,108.797042,0.000000,312.446167,281.396088,0,329903074,3225217200,0,1502196,0,0,0.584968,116.752670,0.657735,0.584968,116.752670,0.657735,0.003062,0.000000,-0.003133
647,28046875,9.195911,1,0,844.579266,-3.852447,112.836349,0.000000,385.633759,303.509491,0,329903074,3225217200,0,1502196,0,0,0.532646,116.430855,0.635261,0.532646,116.430855,0.635261,0.002290,-0.000000,-0.002360
648,28066852,9.209993,1,0,844.249574,-3.843800,116.121492,0.000000,339.938019,311.881653,0,329903563,3225217377,0,1505802,0,0,0.495630,116.171295,0.619252,0.495630,116.171295,0.619252,0.001411,-0.000000,-0.001486
649,28086931,9.195911,1,0,843.999238,-3.929819,118.616607,0.000000,267.596985,299.291901,0,329903563,3225217377,0,1505802,0,0,0.471793,115.975365,0.608886,0.471793,115.975365,0.608886,0.000621,-0.000000,-0.000701
650,28106905,9.195911,1,0,843.661379,-3.895633,121.985022,0.000000,322.992676,300.419586,0,329903622,3225217059,0,1519824,0,0,0.446481,115.712654,0.597813,0.446481,115.712654,0.597813,-0.000577,0.000000,0.000487
651,28126938,9.195911,1,0,843.318873,-3.975506,125.400880,0.000000,337.866974,304.283264,0,329903622,3225217059,0,1519824,0,0,0.429788,115.448204,0.590439,0.429788,115.448204,0.590439,-0.001896,-0.000000,0.001793
652,28146920,9.153664,1,0,842.971735,-3.970726,128.864077,0.000000,344.629059,320.772278,0,329903622,3225217059,0,1519824,0,0,0.422771,115.182213,0.587261,0.422771,115.182213,0.587261,-0.003283,0.000000,0.003164
653,28166955,9.195911,1,0,842.619981,-4.015418,132.374505,0.000000,349.760773,315.607239,0,329903635,3225217108,0,1527623,0,0,0.426113,114.914490,0.588612,0.426113,114.914490,0.588612,-0.004678,-0.000000,0.004542
654,28186929,9.188869,1,0,842.263627,-4.075921,135.932058,0.000000,354.555420,330.659943,0,329903635,3225217108,0,1527623,0,0,0.440059,114.645363,0.594640,0.440059,114.645363,0.594640,-0.006021,-0.000000,0.005867
655,28206948,9.188869,1,0,841.902687,-4.142624,139.536628,0.000000,359.276550,337.469604,0,329903635,3225217108,0,1527623,0,0,0.464365,114.374390,0.605276,0.464365,114.374390,0.605276,-0.007252,-0.000000,0.007079
