timestamp,lat,lon,altitude_agl,vertical_velocity,y_acc,gyr_y,pyro_state,sats,flight_state,battery_voltage
219826,329972165,-1069750824,1362.92724609375,-40.69546127319336,-0.2284660041332245,-0.0,8,0,5,9.1956
219886,329972462,-1069750945,1362.0023193359375,-40.77126693725586,-0.2284660041332245,-0.0,8,0,5,9.2096
219926,329972592,-1069750416,1361.5399169921875,-18.89647674560547,-0.2284650057554245,-0.0,8,0,5,9.1956
219986,329972814,-1069750826,1360.4609375,-31.23046875,-0.2284640073776245,-0.0,8,0,5,9.1956
220026,329972348,-1069750604,1359.844482421875,-30.839061737060547,-0.2284640073776245,-0.0,8,0,5,9.2096
220066,329972530,-1069750912,1359.22802734375,-40.68278121948242,-0.22846299409866333,-0.0,8,0,5,9.1956
220126,329972270,-1069750766,1358.30322265625,-32.87546157836914,-0.22846299409866333,-0.0,8,0,5,9.1956
220166,329972449,-1069750697,1357.686767578125,-30.904861450195312,-0.22846199572086334,-0.0,8,0,5,9.2096
220226,329972498,-1069750461,1356.76220703125,-30.821456909179688,-0.22846199572086334,-0.0,8,0,5,9.2096
220266,329972251,-1069751041,1356.145751953125,-40.68207550048828,-0.22846099734306335,-0.0,8,0,5,9.2096
220306,329971999,-1069750906,1355.5294189453125,-31.207361221313477,-0.22846099734306335,-0.0,8,0,5,9.1888
220366,329972222,-1069750864,1354.6048583984375,-40.68325424194336,-0.22845999896526337,-0.0,8,0,5,9.1956
220406,329972262,-1069750757,1354.142578125,-18.883190155029297,-0.22845900058746338,-0.0,8,0,5,9.1956
220466,329972385,-1069750375,1353.06396484375,-31.21825408935547,-0.22845900058746338,-0.0,8,0,5,9.2096
220506,329972162,-1069750487,1352.44775390625,-30.826854705810547,-0.2284580022096634,-0.0,8,0,5,9.2096
220546,329972162,-1069750487,1351.8314208984375,-30.813152313232422,-0.2284580022096634,-0.0,8,0,5,9.2096
220606,329972388,-1069751047,1351.0611572265625,-18.48634910583496,-0.2284570038318634,-0.0,8,0,5,9.2096
220646,329972388,-1069751047,1350.290771484375,-32.78437423706055,-0.22845600545406342,-0.0,8,0,5,9.2096
220706,329972394,-1069750451,1349.5205078125,-20.4739933013916,-0.22845600545406342,-0.0,8,0,5,9.1744
220746,329972394,-1069750451,1348.7503662109375,-32.8521614074707,-0.22845500707626343,-0.0,8,0,5,9.2096
220786,329972510,-1069750897,1348.1341552734375,-30.8922119140625,-0.22845500707626343,-0.0,8,0,5,9.2096
220846,329972245,-1069750955,1347.2099609375,-30.801435470581055,-0.22845399379730225,-0.0,8,0,5,9.1956
220886,329972727,-1069751081,1346.59375,-30.810182571411133,-0.22845399379730225,-0.0,8,0,5,9.1956
220946,329972302,-1069750921,1345.669677734375,-30.80038833618164,-0.22845299541950226,-0.0,8,0,5,9.1956
220986,329972275,-1069750744,1345.0535888671875,-30.80037498474121,-0.22845199704170227,-0.0,8,0,5,9.1956
221026,329972169,-1069750619,1344.4375,-30.80818748474121,-0.22845199704170227,-0.0,8,0,5,9.2168
221086,329972334,-1069750880,1343.513427734375,-30.808183670043945,-0.22845099866390228,-0.0,8,0,5,9.1956
221127,329972239,-1069750618,1343.0513916015625,-18.48427963256836,-0.22845099866390228,-0.0,8,0,5,9.1536
221186,329972167,-1069750712,1342.12744140625,-18.877952575683594,-0.2284500002861023,-0.0,8,0,5,9.1888
221226,329972305,-1069750527,1341.511474609375,-20.469961166381836,-0.2284500002861023,-0.0,8,0,5,9.1956
221266,329972265,-1069750693,1340.7415771484375,-32.84809494018555,-0.2284490019083023,-0.0,8,0,5,9.1956
221326,329972403,-1069750610,1339.817626953125,-30.81473731994629,-0.22844800353050232,-0.0,8,0,5,9.1956
221366,329972585,-1069750662,1339.2017822265625,-30.789230346679688,-0.22844800353050232,-0.0,8,0,5,9.1956
221426,329972121,-1069750589,1338.2779541015625,-30.788501739501953,-0.22844700515270233,-0.0,8,0,5,9.1956
221466,329972295,-1069751256,1337.662109375,-30.78818130493164,-0.22844600677490234,-0.0,8,0,5,9.2096
221506,329972316,-1069751020,1337.0462646484375,-30.78816795349121,-0.22844600677490234,-0.0,8,0,5,9.1956
221566,329972456,-1069750857,1336.1224365234375,-30.79630470275879,-0.22844499349594116,-0.0,8,0,5,9.2096
221606,329972288,-1069751091,1335.5067138671875,-30.78653907775879,-0.22844499349594116,-0.0,8,0,5,9.1956
221666,329972608,-1069751060,1334.5830078125,-30.788089752197266,-0.22844399511814117,-0.0,8,0,5,9.1956
221706,329972277,-1069750828,1333.96728515625,-30.786211013793945,-0.22844399511814117,-0.0,8,0,5,9.1956
221746,329972277,-1069750828,1333.3515625,-30.786136627197266,-0.2284429967403412,-0.0,8,0,5,9.1956
221806,329972336,-1069750359,1332.427978515625,-40.6376953125,-0.2284419983625412,-0.0,8,0,5,9.2096
221846,329972336,-1069750359,1331.812255859375,-41.03175735473633,-0.2284419983625412,-0.0,8,0,5,9.1888
